"Data Source","World Development Indicators",

"Last Updated Date","2018-01-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Denmark","DNK","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","21075.5995160095","22263.9985250629","23343.2340460902","23307.6099236766","25265.4769550392","26211.336792599","26714.3842484323","27411.4732876204","28328.0684705826","29953.0093810826","30541.9261314246","31241.8666254201","32284.274566081","33403.1163125138","32874.7759712924","32302.6882238218","34130.5896631199","34660.8123647392","35322.5878820904","36599.2293718218","36378.1938203146","36146.1325856468","37505.540682052","38505.6387639888","40130.8556446144","41720.6574119571","43708.2546949267","43763.9041090746","43736.6807889816","43992.4784272093","44569.0111242296","45073.025211397","45803.4000912097","45655.9186216693","47928.3657984931","49122.8819343921","50262.2255029854","51685.9805167323","52640.9395201556","54013.7779786091","55850.6364296358","56108.9627194633","56190.8145223533","56256.7676111391","57608.7348945083","58792.6713818243","60892.7666094246","61174.5451464235","60504.7752990886","57229.0516378881","58041.4112245601","58575.6189162915","58487.7863650965","58788.0817870167","59437.9338973302","59967.742823222","60637.3355889663","",
"Dominican Republic","DOM","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1276.40456992324","1205.78640295465","1365.2557576825","1407.14261952061","1454.62966188369","1233.35580149096","1356.59017184232","1359.68589301557","1322.87453527001","1424.70685768388","1636.85703862084","1764.6476836827","1895.34671329374","2083.09212682736","2150.91269298159","2205.29678446712","2295.37831727114","2351.33579885523","2344.63363852916","2393.7017190338","2525.1296362955","2573.69287533874","2559.18564669478","2619.01288920051","2594.74691332149","2485.94093567334","2520.02362716691","2718.3396848976","2721.15548218288","2784.5822313608","2581.13424375231","2555.00749234571","2769.58319981129","2913.86168588916","2926.53652505226","3032.79130059354","3193.75764509513","3392.62269823048","3572.30792174034","3752.1686114586","3902.60008184078","3911.76007990308","4074.85496410869","4003.12852157614","3995.39546963223","4301.88496632513","4692.98522715234","5030.36364433711","5120.6065127718","5099.60481246967","5451.06695994465","5547.78880918922","5630.98859482722","5825.53348403503","6193.76478266577","6552.69251271167","6909.12954437444","",
"Algeria","DZA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","2466.03823773921","2078.22193264149","1628.38872469851","2133.31860696595","2200.81387552427","2276.14699806443","2107.80039069983","2242.45041658515","2414.01669523072","2543.56326506323","2691.80231716574","2321.35040216342","2877.74526458977","2906.70050213366","3039.42057095695","3104.49357283744","3270.68035550656","3345.37801658058","3548.90006516235","3702.77744976188","3620.70353744051","3616.0163127638","3729.25717804288","3809.80376338816","3900.85047953641","3924.70927125649","3825.90401773088","3691.64755540573","3554.62274036993","3613.14659345199","3550.03267154172","3422.63861820934","3403.90345222401","3259.84367977166","3164.8985771543","3223.55756040321","3297.86337455833","3281.10213909542","3397.41019779189","3457.13704649758","3541.07203679729","3600.4372541096","3754.51627515001","3974.17503202227","4091.1442350798","4273.31275146765","4282.32823091748","4359.37574752245","4390.49963275957","4386.03889558891","4463.39467488951","4504.92009813206","4564.43501678967","4596.21962738807","4675.88502447667","4759.5952415194","4827.72425138732","",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","288.26337332943","256.21266797039","252.650826317908","260.633381026545","279.560087640179","299.746113553493","313.718583257594","302.893146115148","302.996611724699","326.511358743442","358.143464860371","371.395205333893","380.748214851686","402.815507887502","411.050562428317","429.147332312512","436.014740949894","462.343687797005","496.64130599618","523.783267353524","555.190455492526","578.48891824846","603.147096115165","636.829731474588","686.15594812459","724.003888529939","761.225991325846","813.795872212841","875.940099750457","912.451602815868","946.571572380376","1006.4964235709","1099.50432805843","1203.31044951073","1315.72052635743","1425.67055514493","1534.31502880872","1622.74505466201","1632.48710445437","1713.86759765848","1824.25366287074","1928.36851750223","2061.41634357749","2222.23740528344","2400.54491154272","2612.23939058633","2870.79011671162","3199.75080219444","3442.35821355241","3679.61994851519","4010.46489991997","4318.79746955531","4609.78924398268","4906.36085456237","5200.62323365822","5498.74046578059","5804.11865138428","",
"Early-demographic dividend","EAR","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1113.47721745143","1133.91375855496","1154.09436751434","1186.66714360791","1253.56288917725","1289.5964655262","1308.58553601179","1345.33596906172","1405.13749422672","1455.32815020902","1544.03024578124","1592.12017040684","1661.18846587526","1741.1800572673","1807.93843203765","1807.95508327665","1898.0364231124","1927.80641206717","1903.66704718979","1920.58018349187","1923.47491668616","1942.52507326096","1884.73204214073","1839.80219953529","1833.36867438143","1803.42180311736","1813.62235097452","1822.31227069609","1843.19813433735","1834.37107071397","1897.50172643228","1952.95777694201","1996.85641935057","2021.79044782517","2039.89921141023","2057.30514884604","2127.27365807869","2186.97301572601","2184.74537356188","2177.95154626134","2236.091933697","2219.66186225871","2218.25109990674","2286.00042335501","2401.07806096332","2514.80781783905","2633.25361664622","2757.0758048611","2812.96906107803","2791.61407537231","2927.08286514572","3035.70329601569","3107.71939155543","3198.88020112091","3283.4677800218","3387.85291768858","3491.95178701503","",
"East Asia & Pacific","EAS","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1277.11492832529","1348.10455379768","1413.39266517626","1488.44140892175","1609.3127288414","1676.08764987622","1780.48334673201","1886.44936448028","2033.54855785259","2211.09668456799","2200.73317042191","2255.02589299792","2366.99207282184","2493.89156513807","2452.82749715657","2491.33920128232","2554.71831242145","2646.95705408543","2754.09223187637","2870.41450040984","2930.23687630418","3018.35593590204","3088.22777691232","3155.29837221114","3287.95669469121","3440.08599305924","3530.20954478724","3663.75479449559","3880.87808554762","4027.72886595942","4187.10471402403","4310.05806918188","4399.78207841762","4501.28663412409","4636.42928676886","4815.63989634653","5002.41323009636","5117.4336503899","5057.1091980404","5156.63664049435","5357.68728012308","5451.56554154627","5599.79823617996","5791.89625036058","6043.7483751921","6301.07130699826","6601.49780892711","6981.15260293126","7174.52644286388","7221.62132177274","7679.83420346662","7980.1357628611","8295.70735312677","8631.59067712161","8926.07192771055","9231.0143162117","9545.14977837695","",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6504.93059853483","6370.99377981912","6011.28106757161","5362.81230699592","5050.35167656785","4514.78396565414","4454.2242914826","4460.35974497639","4578.91810400303","4501.35613485074","4592.23641525732","4955.17893988103","5089.02062756418","5371.72003093538","5734.76253399216","6198.41132944321","6629.6493817477","7153.96918922824","7687.95469499607","7996.16601784489","7476.84666890516","7822.76250917472","8279.2142191942","8523.45453484138","8806.79461650672","8945.7839059991","8945.21825854177","9026.89602530242","",
"Europe & Central Asia","ECS","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","11448.595177384","11791.1682787509","12253.3874913346","12885.75056178","13086.6836806865","12929.4535199211","13449.5380511711","13741.2469807304","14086.8099921773","14515.5674723345","14624.9773570382","14603.0266145034","14654.5770345011","14851.539256483","15157.899667412","15484.6224897031","15816.5827998873","16198.3043612865","16772.7145505178","17262.6479065449","17571.5707326957","17579.5555497857","17401.58330689","17193.0271807443","17338.6027580162","17678.8177660205","17965.5100501434","18468.801839827","18901.8774083579","19425.5512442536","20239.2523782317","20653.8281521652","20975.9368588396","21311.9110045979","21938.9321053641","22475.7760396453","23288.1011677859","24064.1780843832","24208.9352888623","23030.0383662937","23536.9059274552","24044.389146558","24017.4201770175","24118.9694604685","24444.931780579","24806.7259749352","25128.2975480402","",
"Ecuador","ECU","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","2244.44638102635","2215.09177097201","2250.61393573714","2271.37130007734","2378.82512065311","2419.57711038366","2341.96731536576","2379.59522583271","2355.27629784521","2394.65860587932","2486.44240754083","2568.33610574416","2621.73788065364","2904.7099578244","3141.76575149416","3392.08785036851","3545.57728236516","3507.29694561304","3610.64030862451","3648.75352577509","3687.39405684482","3795.97111963627","3723.86297722614","3619.34721303525","3622.79217461303","3672.84766715048","3707.1075274095","3607.54707174779","3727.85472547914","3675.45431642374","3720.93663277112","3790.50881374362","3782.18856452729","3770.34631460448","3844.7844388671","3847.50729154488","3832.76268967717","3917.65599711645","3966.17348925464","3706.64977662317","3678.90231648583","3759.89486102751","3848.26684555854","3888.34190144515","4139.08057299158","4286.51524651782","4400.85960185133","4421.90242783833","4624.19657905439","4573.2470841831","4657.3023611471","4943.4227039141","5140.26290700856","5311.21212093938","5428.71403106294","5352.87645717309","5191.09956048467","",
"Egypt, Arab Rep.","EGY","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","631.128390027337","641.132204405466","666.79187390885","707.925292087841","745.458024478727","763.349666990387","751.419522627485","736.684130592485","737.614383235251","768.532854360948","792.351949491748","800.942228143426","799.137639461242","787.289808176692","789.299268994359","840.861156295928","942.185687684688","1038.84114041537","1073.29316279169","1111.04456472371","1192.58145993548","1206.79869693791","1293.09572698279","1353.34791054501","1398.34515759559","1450.99546822208","1448.91489402146","1444.59225741362","1479.86357149891","1512.97213953427","1560.0833509149","1540.94381530651","1574.84393008298","1587.73137950583","1618.58478291278","1661.33176493045","1711.46506057622","1772.21044889868","1810.16933207493","1885.7431439716","1950.60698229459","1982.11163303315","1990.99216101758","2015.89799743556","2059.37751488092","2112.48796951889","2217.39483045864","2333.46731261569","2456.73142628729","2524.43244383914","2602.47954869567","2593.59690162311","2593.22646622202","2591.05945107009","2608.37519741866","2665.35161379275","2724.39680691031","",
"Euro area","EMU","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","10806.4505769426","11423.6876490925","12041.2753172052","12616.6811645047","13187.9488413469","13719.331448222","14323.4829867261","14972.0904074794","15698.7909807196","16679.5250136657","17521.2007047043","18088.6723935325","18848.3011121687","19880.0658629089","20399.401374178","20138.397307165","21054.8853875726","21618.525156069","22208.4304186263","22971.5543063251","23369.2295131962","23402.0886527826","23507.712930259","23785.9980666143","24308.5207667698","24821.9910613398","25380.5938342341","25953.2885850048","26979.9163887113","27964.7486178034","28829.7388428171","29485.0360217514","29763.3473746311","29446.5783114003","30086.7474956924","30751.49076036","31199.999821777","31970.9180645602","32849.8830241569","33744.1631275342","34931.3928016828","35549.6827709486","35738.2211618599","35799.4095810339","36430.4697537386","36858.7109695002","37873.1358410778","38826.8773751207","38808.6303749654","36935.3702863401","37617.7217506207","38303.1301183348","37879.1966600442","37660.4928058945","38033.6228716449","38700.702663155","39242.4852974981","",
"Eritrea","ERI","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","378.195428852938","431.785457796836","525.724216825098","539.926147948885","584.953704958787","622.236645893419","620.91748468562","606.325512678544","571.60323059432","603.105100089819","601.034246875246","565.725053670377","556.035639862693","554.488199426537","535.929673118151","532.231477277782","471.166624825861","480.608925018737","482.1490904235","514.179598235776","","","","","","",
"Spain","ESP","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","7359.96778939152","8155.1745418389","8884.7748093048","9652.37430604068","10064.2648062065","10578.1091452389","11229.0261865849","11573.0977644596","12176.3075593896","13130.8184215255","13542.9827687756","14002.8728529629","14977.7799033755","15966.9163340177","16680.8080703511","16590.8824112998","16958.8304429591","17261.6569978345","17346.3648377351","17201.2576255766","17440.5813769605","17294.1001121271","17404.8531023933","17626.8545529956","17867.0904536737","18215.7362037429","18752.2405339532","19741.1892291472","20702.9191827874","21668.2580500099","22464.7329153987","22978.1250190017","23078.3360923639","22722.1546792394","23153.1727955438","23686.843485455","24219.3275848937","25007.8943666805","25977.0009830159","27032.2207139117","28335.001833327","29264.8814529131","29685.3639494669","30082.6264787606","30504.3574306103","31110.0141282392","31865.3691666632","32459.9173758671","32303.2414806061","30874.126012677","30736.6278530812","30321.7048688993","29414.8569207405","29008.0209838975","29496.378933678","30530.5666624314","31532.816377945","",
"Estonia","EST","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7313.74090418016","7817.60463830299","8840.26105693513","9293.07550974244","9186.39295449766","10108.2052912574","10816.6031531195","11546.7726523663","12481.1896137323","13346.3983138309","14681.2253747477","16285.0067216","17627.0297205183","16716.5031632479","14282.6034990097","14638.6048173457","15798.6327787681","16538.2125958308","16918.5871147773","17453.3671329897","17733.9576552073","18085.0897379463","",
"Ethiopia","ETH","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","227.783443542875","223.577659886571","234.726716121728","220.927145248845","190.140249700266","201.974532556494","222.709598908562","216.663971471482","208.786873814036","207.219781415404","185.729900467257","163.623280621142","178.608647306301","177.994872815621","182.708878237354","199.005021700008","199.111302852145","186.661401899107","190.691548272396","196.504962197176","206.743143498219","203.905912851548","193.866915123198","214.044831566806","232.783200207957","251.0560465436","272.39119804668","293.853313282981","311.367743764672","341.309909200504","369.584420036853","391.131795305971","421.384135742306","452.778236052888","487.290010568137","511.187426515801","",
"European Union","EUU","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","10056.4768348958","10528.8758641523","10961.7182016722","11424.0439142602","11955.4193485125","12378.1429603696","12812.2592097731","13286.8145406588","13866.6879556157","14575.6207697933","15322.4674995321","15805.7234561335","16445.5548886778","17344.447201753","17631.5314390776","17402.5527898012","18117.3267059222","18550.0739985423","19073.1823906132","19727.3917929323","19935.290455367","19926.0967544888","20067.0843105695","20388.4147733007","20842.7632969712","21336.3982596484","21845.0018712793","22422.8498146959","23335.8769853323","24123.3551465627","24756.8332829588","25059.5202545932","25248.0321901083","25123.9847584706","25774.4392497603","26410.589502215","26894.3568351182","27622.7629581087","28404.4608739708","29204.0526438662","30293.087123466","30899.7637432337","31239.445905229","31532.2989151083","32213.8214919315","32763.0940179249","33732.7211610341","34635.8362240529","34671.2173651016","33059.6368332652","33687.5878365336","34286.0853479137","34065.2355405167","34053.1467555849","34538.6333861048","35230.2098233051","35787.5405179579","",
"Fragile and conflict affected situations","FCS","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1083.90754475172","1026.78957003685","1141.66266596642","906.212663458141","928.597252378271","961.362226778794","968.217184957639","975.129164832048","1014.81790048205","1063.60896643953","1160.07438929606","1211.16640732229","1204.9329648407","1207.43371619179","1171.17535520295","1088.55209867664","1208.09093117843","1255.03818994932","1304.63943333454","1343.2890039271","1383.60515651316","1413.33469156522","1466.41384417359","1353.83662268609","1405.48545030242","1451.04724029702","1467.89136559043","1475.79603887808","1520.10883808123","",
"Finland","FIN","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","12195.3280642679","13030.4598838557","13328.0819160592","13668.9439277653","14305.2131504321","15013.6629711267","15312.4118896814","15560.0180099671","15847.1013080792","17377.4406915854","18373.79065166","18783.1262896109","20116.0057692322","21399.0003808903","21976.2295032349","22273.7930840788","22283.2264036494","22274.2003438967","22858.8148888497","24424.2996337101","25660.5878865097","25882.2072097247","26532.2091838819","27197.7146200217","27922.2839315644","28789.4867096145","29478.4277861699","30441.1315800312","31934.1075100946","33437.8844069668","33514.9230312744","31360.954387065","30148.4350073736","29782.5435266688","30822.6083597141","31997.004165002","33059.0966943048","35021.5866269695","36824.847965247","38372.2220413352","40450.3733748937","41399.9435810574","41993.6890221885","42729.0244671581","44277.8427026504","45353.2599997077","47011.657598012","49239.1939572439","49363.6971964824","45065.7534943592","46202.4151628454","47171.0220648002","46277.5562828706","45715.6468163534","45239.3688031623","45086.7354887848","45825.4907138827","",
"Fiji","FJI","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1774.20573816305","1774.50063649644","1775.60117833445","1825.16453626879","1853.66169273607","1751.37948333341","1705.63559440035","1887.44738891863","1992.03716065106","2000.58632827664","2207.62638196224","2310.56226418753","2432.21187136774","2659.33517112728","2674.06743742732","2635.99550314734","2657.76283757061","2764.15282903155","2764.43392750187","3041.52014199018","2928.12849940907","3038.38659747777","2783.01832995999","2605.76013717755","2764.07048255864","2594.705242333","2768.9959388615","2574.4436163358","2594.76347888397","2781.21121460971","2926.35162098871","2820.84003366271","2956.49941185905","2977.50254445115","3085.86438143906","3122.91340774269","3235.35729998179","3130.72019088012","3141.87758042866","3392.17276350373","3315.06747465363","3368.93086045079","3470.4582668619","3501.14096814111","3678.9257844854","3689.06738165446","3732.00347538386","3667.45254127608","3667.86084312716","3580.397018652","3651.96678405546","3719.88948038608","3744.27711582925","3894.26254251599","4084.1998022602","4211.05887968557","4195.96811433867","",
"France","FRA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","12991.267715789","13524.4492898749","14224.481981772","14775.0591562818","15532.6347258984","16087.9229861581","16764.2319210598","17409.9659363379","18023.8108375959","19148.5087760733","20090.7709227215","20985.1706018879","21739.8840771435","22903.3023981753","23690.6002775378","23298.3404917453","24174.7469979992","24907.2841888897","25811.8025979076","26641.9294807727","26962.2587828525","27132.7028862157","27677.4505852119","27876.6636507959","28144.0234189858","28437.2497799896","28934.1934137593","29499.2572964631","30706.6910716359","31852.7500060312","32596.0051876225","32908.5574071296","33269.1474772279","32922.3641167873","33569.3297542586","34145.7048428556","34497.2850624851","35178.9380585052","36295.9335373403","37339.9828265739","38522.2115435395","38990.3054977767","39140.7147636595","39182.7806478803","39979.118439904","40316.809569154","40987.5522971786","41696.6909365637","41545.2934469919","40116.3795272806","40703.3427911985","41349.1909377441","41224.7290339303","41249.4512835094","41431.0396051717","41689.7079785337","42013.2862913497","",
"Faroe Islands","FRO","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47397.9029229641","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","2320.58279450142","2294.3702874762","2301.68872609914","2330.42396351561","2361.38650422257","2473.40607947508","2506.23133047285","2644.51563694383","2577.72640758689","2721.86231491821","2617.98966744343","2455.6082009246","2534.35559448518","2579.48168120228","2706.82954206421","2760.98494399962","2782.27325811676","2840.87394410679","2758.10425441164","2824.93040815082","2834.90563100836","2795.30174172956","2749.00660466146","2795.22639189605","2861.77134805435","2961.78722819498","2901.88146811042","2784.55791433293","2716.32262627632","2838.86966486719","2823.43352650754","",
"Gabon","GAB","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","4377.37613026357","4974.12325284489","5285.53860092733","5537.40038548536","5706.43366404167","6080.71542287055","6237.16806809767","6361.73788021847","6382.47231510848","6752.36583321925","7189.07612117369","7773.60640096209","8494.08741153628","9186.71224500363","12571.2540549017","14683.4260807341","19492.7977434434","16663.5301369975","12365.373090718","12130.6738193382","12139.6407470982","12443.7062330671","11755.2840361819","12096.5710994826","12665.8005773035","12042.4298003131","11624.3809163588","9369.45056595949","10284.5205984029","10860.2045644072","11117.0780456695","11482.9373649359","10835.096377194","10969.7818380809","11085.1951332289","11342.2074195449","11459.4583613294","11816.537618243","11925.7831416031","10593.2393655941","10137.5501854716","10098.6011352893","9823.25199183097","9788.87913716629","9595.8514899822","9579.35612256936","9041.67368370537","9299.46398830877","8715.45671862619","8449.93975567848","8754.11392185095","9060.66198725122","9212.29127371184","9408.0061968899","9508.14829270738","9598.30366648603","9569.45438837312","",
"United Kingdom","GBR","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","13827.4496385702","14075.859420582","14142.2552886594","14592.1446600407","15227.9942651415","15552.4581437103","15783.9188434693","16061.9457508235","16620.8698534702","16891.6220330513","17880.3882251343","18481.7312079758","19211.5565102857","20422.4890665009","19906.8423382163","19613.8638199645","20189.6056528455","20689.6570174983","21557.8497405212","22344.3683774667","21865.1280768346","21688.996340987","22132.9982467986","23059.570217066","23547.1646756091","24479.4254258214","25185.8304019841","26465.9950111805","27925.0812363712","28568.1265388053","28691.2928745059","28291.9219603782","28321.0345262059","28967.1550453556","30014.5813988982","30674.6055465252","31373.3411897037","32556.3166954329","33480.1660134045","34442.1070945849","35576.7668473642","36341.7097504855","37077.6483548939","38132.8410859077","38813.0216936727","39740.9029213191","40418.747304743","41050.4059264847","40536.1348574428","38545.9158164225","38893.0184937365","39150.7560185113","39455.4121361028","39996.5019019858","40908.7458550667","41536.9191150355","41954.7375169529","",
"Georgia","GEO","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","1785.34248699322","1898.05095378666","1996.99463376005","2067.15195070842","2145.75223161874","2381.25034848684","2414.82700652594","2458.35341580784","2594.76932794942","2798.91412990482","2983.40118282158","3142.57329591464","3336.48244865535","3563.48866009314","3798.06157051451","3938.53276208117","4112.12083863114","4159.06363228522","4300.02485734766","4494.83904810225","4675.78665728529","4255.56225613932","4274.68353829924","4467.71029895101","4135.37309537197","3524.77875194114","2761.55505584064","1509.87726855989","1059.31042082516","958.806215864622","1010.25067936499","1152.09155715752","1297.0231891992","1350.49668758066","1400.10401611843","1436.87949686198","1516.87988282866","1610.70725347025","1812.11176218722","1943.55870108073","2158.09453289606","2391.41464669155","2722.15153092876","2821.08074275611","2753.63926595848","2964.47703373088","3220.39134823083","3469.67170117485","3633.74088304533","3851.7234153923","3973.21934830931","4083.99815764712","",
"Ghana","GHA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1053.26721813702","1055.39931989666","1064.81789669797","1078.55425795415","1071.59190490372","1058.47200118839","990.225830925518","999.593528410677","983.318069016268","1020.4900832306","1093.71549378129","1120.74336269751","1062.02715598459","1061.51435755436","1104.23819068952","944.624033000745","893.815620147944","899.212474212292","959.922414838288","918.372427717204","901.242606249824","844.985553747765","761.117016955691","701.526819601957","736.434963638293","749.27815954228","764.891721092447","779.145577097568","800.850878936616","819.133648706578","823.58167272907","843.371560583113","852.048912832234","869.062574711785","873.896926770507","886.47694741304","904.337547466581","919.640195183521","940.035343774864","957.967877355924","969.223555380733","982.93266749867","1001.23786170576","1026.39835751809","1056.00037533726","1089.46832083985","1129.23951607771","1147.86650079965","1220.71326686413","1247.46273767209","1312.60755731025","1460.64566451852","1558.45662357158","1633.49404214283","1659.77614480489","1685.98612144005","1707.66162367907","",
"Gibraltar","GIB","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","552.322694956107","554.467138622554","571.043735284243","571.698666099404","569.719339440412","554.046550886928","539.618529787272","534.837044744208","527.984005346809","529.374822878677","535.220157168361","549.082789735197","558.028554844908","569.22772887209","573.223454597421","583.424778301859","602.395953713983","598.616262106383","600.980415373578","606.874402325215","609.33065762079","635.168546593663","646.968779257275","622.938228964168","635.671485240139","655.92344298254","679.556105968681","690.666992162303","699.964083772918","707.366223039548","735.722667421314","",
"Gambia, The","GMB","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","422.352685553154","414.07583529068","443.949142762307","444.025946331792","459.245577844503","446.069131414469","433.630334740631","458.924724939629","470.860040738664","513.414531979328","535.396069454373","538.347735556522","556.210674664918","532.57299161482","547.974525140467","547.128568299864","523.848713280218","559.266552385593","556.023682865693","528.160204872435","525.030583552931","512.807005601295","511.027363345246","517.76414485322","515.329318363302","513.050120993566","514.021748417008","514.46528972284","501.110487090389","491.592910209104","488.555139432489","498.202520326014","501.08240635612","517.775543683345","530.101213896816","543.784995026205","509.721394779092","527.504386715124","546.774803158003","524.512767659021","513.754353800097","515.771950309542","528.371602632341","544.958564548629","562.482515949497","521.611530510041","533.776841783795","542.131868548895","530.31765929124","536.412920371677","531.918208458419","",
"Guinea-Bissau","GNB","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","488.413509336225","459.987693036808","479.258310543722","475.101044473403","488.580067998313","520.46497655039","542.233418760672","501.692736861157","566.292001274791","574.693339588119","477.953094752132","555.318263604445","566.021547821311","533.057837357176","566.518935273314","575.272557991551","557.010085292679","559.805801755743","572.141851188659","593.054710197035","614.461883089477","630.310663672492","621.867599372502","619.896601123008","625.386789052112","639.36425384823","700.025225172846","732.46638241357","517.782951041732","514.14665191197","532.267639018964","533.498089180392","517.619949198088","509.65695498922","512.427534327433","522.486155030438","522.509421809393","526.841286029863","530.93064211566","535.280986941756","546.721668646992","576.013038951893","551.637377191598","554.911608471872","545.898519631262","564.722084281907","582.374005838895","",
"Equatorial Guinea","GNQ","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","645.54440554308","645.527130262815","613.079210652013","594.92048567085","558.969580596203","594.511974224746","554.207467407727","557.807078521037","555.321324870289","532.85130834621","507.895779429347","486.984677562711","635.249741604941","682.164149844727","768.866811356712","871.588665551746","1398.89266075192","3364.35289934125","4002.27095207541","4831.07265350996","5484.3008321114","8603.95567945469","9867.56210239629","10788.028906799","14266.9279169733","15941.6469782793","16413.5404083651","18075.1767611423","20333.9404431737","19684.6970059263","17136.4456757583","17461.5519241769","18106.3366583104","16634.7676730409","16028.2495373322","14010.9427602559","12278.1291416571","",
"Greece","GRC","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","6779.88678295592","7476.29745734067","7545.85721616941","8279.94280731231","8931.28391212882","9724.57220201183","10241.8149619167","10715.5882974665","11355.5742613309","12434.2251126829","13392.3081358857","14379.9007450618","15738.2824730944","16934.8024450683","15786.2695800376","16634.4748313228","17500.3129206643","17782.1208458912","18825.0906239721","19202.0550826147","19143.1241110279","18677.4750732207","18352.4398564881","18049.1837420238","18320.5841977454","18707.5689832413","18742.3160580413","18257.8040269463","18971.6435058095","19590.0677863798","19383.934648323","19746.3821359444","19733.2904130851","19303.6669844654","19591.3995220489","19909.5296030908","20389.3180153866","21198.7906496062","21902.738778458","22489.3159600447","23275.4443060502","24111.4174535329","24965.5940271221","26349.2773362358","27614.4059346282","27698.5106148475","29176.3928664896","30054.8893883805","29874.7434456727","28514.8100942614","26917.7589787254","24495.7111345202","22830.5267787719","22251.2572924131","22565.6804825426","22648.7698813993","22749.3103186218","",
"Grenada","GRD","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","2945.87939793918","3141.93739754743","3336.86958885053","3302.72844596218","3295.38084983003","3338.44201855987","3355.40120801134","3388.50547844735","3538.39645107939","3783.98216633515","4159.92185586253","4340.90833657111","4559.93712087043","4771.77603989269","4829.31432754369","4751.55843072468","4606.02557098035","4632.19844743426","4690.73010271514","4872.62187948076","5100.51161033182","5688.94410177693","6073.98598655091","6359.78271479599","6216.99579348076","6414.88500073995","7003.12552976157","6938.73824808453","7837.35209468164","7501.84203664961","7936.04140516154","7984.84152465942","7430.56389412348","7365.6666592364","7393.88830636824","7280.33653007385","7421.47854069806","7932.66825873697","8406.77483120468","8676.33919559901","",
